5.950000000000000178e+00,6.000000000000000000e+00
6.049999999999999822e+00,6.030000000000000249e+00
6.070000000000000284e+00,5.959999999999999964e+00
6.070000000000000284e+00,6.099999999999999645e+00
6.080000000000000071e+00,6.009999999999999787e+00
6.070000000000000284e+00,6.049999999999999822e+00
6.059999999999999609e+00,5.959999999999999964e+00
6.049999999999999822e+00,6.049999999999999822e+00
5.950000000000000178e+00,6.009999999999999787e+00
6.070000000000000284e+00,6.009999999999999787e+00
6.080000000000000071e+00,6.080000000000000071e+00
6.169999999999999929e+00,6.049999999999999822e+00
5.929999999999999716e+00,6.000000000000000000e+00
6.049999999999999822e+00,5.969999999999999751e+00
6.070000000000000284e+00,6.009999999999999787e+00
6.070000000000000284e+00,6.070000000000000284e+00
5.929999999999999716e+00,6.059999999999999609e+00
6.120000000000000107e+00,6.059999999999999609e+00
5.950000000000000178e+00,6.150000000000000355e+00
6.019999999999999574e+00,6.000000000000000000e+00
6.070000000000000284e+00,5.959999999999999964e+00
5.950000000000000178e+00,6.150000000000000355e+00
5.919999999999999929e+00,6.070000000000000284e+00
6.150000000000000355e+00,5.919999999999999929e+00
6.070000000000000284e+00,6.099999999999999645e+00
6.200000000000000178e+00,5.969999999999999751e+00
6.110000000000000320e+00,6.070000000000000284e+00
5.980000000000000426e+00,5.969999999999999751e+00
6.000000000000000000e+00,6.019999999999999574e+00
6.190000000000000391e+00,5.980000000000000426e+00
6.080000000000000071e+00,6.080000000000000071e+00
6.070000000000000284e+00,5.950000000000000178e+00
6.070000000000000284e+00,6.099999999999999645e+00
5.950000000000000178e+00,6.080000000000000071e+00
6.150000000000000355e+00,5.969999999999999751e+00
5.959999999999999964e+00,6.150000000000000355e+00
5.950000000000000178e+00,5.959999999999999964e+00
6.019999999999999574e+00,6.070000000000000284e+00
5.980000000000000426e+00,6.099999999999999645e+00
5.959999999999999964e+00,5.980000000000000426e+00
5.950000000000000178e+00,6.009999999999999787e+00
6.049999999999999822e+00,6.049999999999999822e+00
6.059999999999999609e+00,6.150000000000000355e+00
6.000000000000000000e+00,6.169999999999999929e+00
6.009999999999999787e+00,6.099999999999999645e+00
6.070000000000000284e+00,5.919999999999999929e+00
6.080000000000000071e+00,5.950000000000000178e+00
5.959999999999999964e+00,5.969999999999999751e+00
6.009999999999999787e+00,6.059999999999999609e+00
5.959999999999999964e+00,6.049999999999999822e+00
5.969999999999999751e+00,5.959999999999999964e+00
5.980000000000000426e+00,6.019999999999999574e+00
5.950000000000000178e+00,6.009999999999999787e+00
6.019999999999999574e+00,5.980000000000000426e+00
6.049999999999999822e+00,6.030000000000000249e+00
5.950000000000000178e+00,5.959999999999999964e+00
6.019999999999999574e+00,6.019999999999999574e+00
6.019999999999999574e+00,6.030000000000000249e+00
6.000000000000000000e+00,6.049999999999999822e+00
6.030000000000000249e+00,6.009999999999999787e+00
6.070000000000000284e+00,6.019999999999999574e+00
6.000000000000000000e+00,6.000000000000000000e+00
5.980000000000000426e+00,5.980000000000000426e+00
6.009999999999999787e+00,5.980000000000000426e+00
5.980000000000000426e+00,6.009999999999999787e+00
6.019999999999999574e+00,6.070000000000000284e+00
5.980000000000000426e+00,6.000000000000000000e+00
5.980000000000000426e+00,5.980000000000000426e+00
6.009999999999999787e+00,6.059999999999999609e+00
5.980000000000000426e+00,6.019999999999999574e+00
6.009999999999999787e+00,6.049999999999999822e+00
6.000000000000000000e+00,5.980000000000000426e+00
6.009999999999999787e+00,5.980000000000000426e+00
6.049999999999999822e+00,6.000000000000000000e+00
6.049999999999999822e+00,5.959999999999999964e+00
6.000000000000000000e+00,6.049999999999999822e+00
6.030000000000000249e+00,6.000000000000000000e+00
6.070000000000000284e+00,6.000000000000000000e+00
6.049999999999999822e+00,6.059999999999999609e+00
6.000000000000000000e+00,6.019999999999999574e+00
6.009999999999999787e+00,6.049999999999999822e+00
6.019999999999999574e+00,6.049999999999999822e+00
6.019999999999999574e+00,6.000000000000000000e+00
6.009999999999999787e+00,5.969999999999999751e+00
6.000000000000000000e+00,5.980000000000000426e+00
5.969999999999999751e+00,6.009999999999999787e+00
6.000000000000000000e+00,5.950000000000000178e+00
6.019999999999999574e+00,6.009999999999999787e+00
5.980000000000000426e+00,6.019999999999999574e+00
6.059999999999999609e+00,6.000000000000000000e+00
6.000000000000000000e+00,6.049999999999999822e+00
6.000000000000000000e+00,5.980000000000000426e+00
5.980000000000000426e+00,5.980000000000000426e+00
6.049999999999999822e+00,6.030000000000000249e+00
6.000000000000000000e+00,6.019999999999999574e+00
6.009999999999999787e+00,6.049999999999999822e+00
6.019999999999999574e+00,6.009999999999999787e+00
5.969999999999999751e+00,6.000000000000000000e+00
6.070000000000000284e+00,5.959999999999999964e+00
6.049999999999999822e+00,6.019999999999999574e+00
